epoch accuracy loss val_accuracy val_loss
0 0.9242843985557556 0.23448409140110016 0.9613733887672424 0.11514902114868164
1 0.950138509273529 0.13390915095806122 0.9656652212142944 0.10715436190366745
2 0.9621421694755554 0.10608942806720734 0.9699570536613464 0.09052382409572601
3 0.9658356308937073 0.09327986091375351 0.9828326106071472 0.07648666203022003
4 0.9704524278640747 0.08711660653352737 0.9742489457130432 0.08941968530416489
5 0.9639889001846313 0.09298089146614075 0.9742489457130432 0.06417274475097656
6 0.978762686252594 0.06881961226463318 0.9828326106071472 0.0698416456580162
7 0.9815327525138855 0.05576486140489578 0.9871244430541992 0.06658371537923813
8 0.9759926199913025 0.07434206455945969 0.9871244430541992 0.06598429381847382
9 0.973222553730011 0.0707521066069603 0.9699570536613464 0.06962660700082779
10 0.9741458892822266 0.0730535164475441 0.9785407781600952 0.07225409895181656
11 0.9695290923118591 0.09742327779531479 0.9828326106071472 0.05938054248690605
12 0.9778393507003784 0.059328481554985046 0.9785407781600952 0.1062188670039177
13 0.9722991585731506 0.07928133755922318 0.9828326106071472 0.05531223118305206
14 0.9806094169616699 0.052940934896469116 0.9828326106071472 0.049526095390319824
15 0.9778393507003784 0.05960553511977196 0.9828326106071472 0.06950951367616653
16 0.9769159555435181 0.05997058376669884 0.9828326106071472 0.0915537104010582
17 0.9778393507003784 0.04770241677761078 0.9785407781600952 0.11619431525468826
18 0.9870729446411133 0.036857396364212036 0.9871244430541992 0.0934053584933281
19 0.9843028783798218 0.04210497811436653 0.9742489457130432 0.12465798854827881
20 0.9778393507003784 0.06305836886167526 0.9828326106071472 0.10703988373279572
21 0.9815327525138855 0.04529799893498421 0.9742489457130432 0.12514863908290863
22 0.9861496090888977 0.028591632843017578 0.9828326106071472 0.13384830951690674
23 0.9759926199913025 0.061985891312360764 0.9742489457130432 0.08245766907930374
24 0.9815327525138855 0.053027234971523285 0.9828326106071472 0.10163639485836029
25 0.9833794832229614 0.04981951043009758 0.9785407781600952 0.13030527532100677
26 0.9824561476707458 0.05007372424006462 0.9871244430541992 0.09793752431869507
27 0.9870729446411133 0.03520858287811279 0.9871244430541992 0.12292511761188507
28 0.978762686252594 0.056344322860240936 0.9828326106071472 0.11644449084997177
29 0.9759926199913025 0.0611753948032856 0.9828326106071472 0.12044382840394974
30 0.978762686252594 0.06219171732664108 0.9785407781600952 0.0956115573644638
31 0.9889196753501892 0.03144663944840431 0.9828326106071472 0.09888601303100586
32 0.9935364723205566 0.031092850491404533 0.9828326106071472 0.08407194167375565
33 0.978762686252594 0.06879698485136032 0.9828326106071472 0.07447783648967743
34 0.9778393507003784 0.04865914583206177 0.9828326106071472 0.08572908490896225
35 0.9861496090888977 0.03914707899093628 0.9871244430541992 0.10325959324836731
36 0.9833794832229614 0.054373547434806824 0.9785407781600952 0.09479238092899323
37 0.9870729446411133 0.039104923605918884 0.9828326106071472 0.08981714397668839
38 0.9796860814094543 0.05193227156996727 0.9828326106071472 0.11558696627616882
39 0.9806094169616699 0.046906478703022 0.9871244430541992 0.10961681604385376
40 0.9907664060592651 0.027446724474430084 0.9828326106071472 0.08511810004711151
41 0.9852262139320374 0.048136577010154724 0.9871244430541992 0.09502262622117996
42 0.9750692248344421 0.04982902854681015 0.9828326106071472 0.11411750316619873
43 0.9926131367683411 0.029598746448755264 0.9828326106071472 0.1047082170844078
44 0.9824561476707458 0.04955236613750458 0.9828326106071472 0.11252329498529434
45 0.9870729446411133 0.03527294471859932 0.9871244430541992 0.11396316438913345
46 0.9870729446411133 0.04087185859680176 0.9828326106071472 0.14364498853683472
47 0.9879962801933289 0.031299345195293427 0.9785407781600952 0.12795217335224152
48 0.9879962801933289 0.03332957252860069 0.9828326106071472 0.09951712936162949
49 0.9926131367683411 0.01886848546564579 0.9828326106071472 0.11334019899368286
50 0.9843028783798218 0.03853445500135422 0.9871244430541992 0.10204342752695084
51 0.9935364723205566 0.01870105415582657 0.9871244430541992 0.07780934870243073
52 0.9870729446411133 0.03548318147659302 0.9871244430541992 0.10333006829023361
53 0.9916897416114807 0.02297785133123398 0.9828326106071472 0.09321895986795425
54 0.9852262139320374 0.03364118933677673 0.9871244430541992 0.102788545191288
55 0.9926131367683411 0.028172772377729416 0.9871244430541992 0.10934185236692429
56 0.9815327525138855 0.05431903898715973 0.9871244430541992 0.08527877926826477
57 0.9824561476707458 0.051276639103889465 0.9871244430541992 0.10363481193780899
58 0.9861496090888977 0.046041712164878845 0.9828326106071472 0.11098571121692657
59 0.9926131367683411 0.02767593041062355 0.9828326106071472 0.10306043922901154
60 0.9879962801933289 0.02575540915131569 0.9871244430541992 0.10009558498859406
61 0.9898430109024048 0.036487799137830734 0.9871244430541992 0.1343395709991455
62 0.9861496090888977 0.03607729449868202 0.9871244430541992 0.1286395937204361
63 0.9870729446411133 0.030836448073387146 0.9871244430541992 0.11218716204166412
64 0.9870729446411133 0.04642351344227791 0.9871244430541992 0.11983764916658401
65 0.9907664060592651 0.02672809176146984 0.9871244430541992 0.09946757555007935
66 0.9907664060592651 0.034481313079595566 0.9871244430541992 0.07765819877386093
67 0.9907664060592651 0.025697678327560425 0.9871244430541992 0.06852738559246063
68 0.9879962801933289 0.027562007308006287 0.9871244430541992 0.08664894104003906
69 0.9916897416114807 0.02308044396340847 0.9871244430541992 0.09473931044340134
70 0.9926131367683411 0.024403980001807213 0.9871244430541992 0.09215207397937775
71 0.9815327525138855 0.03802946209907532 0.9871244430541992 0.08047834783792496
72 0.9815327525138855 0.049040842801332474 0.9871244430541992 0.09142293781042099
73 0.9843028783798218 0.029639050364494324 0.9871244430541992 0.13298867642879486
74 0.9879962801933289 0.03297652304172516 0.9828326106071472 0.11598479002714157
75 0.9861496090888977 0.043761927634477615 0.9871244430541992 0.09445346146821976
76 0.9833794832229614 0.03720399737358093 0.9828326106071472 0.10247725993394852
77 0.9898430109024048 0.029961897060275078 0.9828326106071472 0.11117950081825256
78 0.9898430109024048 0.020181484520435333 0.9871244430541992 0.10331261903047562
79 0.9843028783798218 0.03794600069522858 0.9871244430541992 0.08134212344884872
80 0.9889196753501892 0.02243099734187126 0.9871244430541992 0.09624671936035156
81 0.9843028783798218 0.04571777582168579 0.9871244430541992 0.07078196853399277
