epoch accuracy loss val_accuracy val_loss
0 0.21949857 2.7972634956734965 0.2713567912578583 2.5162870851992762
1 0.31217265 2.3979306182878646 0.3668341636657715 2.282726270536149
2 0.39367273 2.193006504730053 0.4137353301048279 2.1049898555330695
3 0.4336895 2.035556227645192 0.45644891262054443 1.9527089270315379
4 0.46588448 1.9070719646436807 0.48799553513526917 1.8275140811450516
5 0.49591452 1.792231347492782 0.5078168511390686 1.7363398817915414
6 0.5191005 1.7010129098994113 0.5368509292602539 1.6488383173742884
7 0.54619735 1.6200123290724575 0.5549972057342529 1.5742598636931777
8 0.5623996 1.559203986890473 0.5706309080123901 1.5115048367507227
9 0.5791606 1.4973016220544735 0.5773311257362366 1.4637561171897493
10 0.59452474 1.4421304601956633 0.5963149070739746 1.4337822933026627
11 0.61079687 1.3997088522124834 0.607481837272644 1.3670938888253745
12 0.619317 1.3694189680098021 0.6164153814315796 1.3351182495662448
13 0.6338431 1.3197567644161887 0.6323283314704895 1.2952888197635286
14 0.63789374 1.2967648447638027 0.6275823712348938 1.2754315507937781
15 0.649766 1.2636384750946048 0.644332766532898 1.2389455324175103
16 0.6556324 1.2401554568810074 0.6591289639472961 1.214091336640614
17 0.66380334 1.2146556951187286 0.6490787267684937 1.1945501525331514
18 0.67022836 1.1900464017486612 0.6663874983787537 1.1699227804847432
19 0.6791201 1.1624900791232147 0.6663874983787537 1.1481145225311378
20 0.6830563 1.1421445292756451 0.6870463490486145 1.1201398245520195
21 0.6902717 1.1237315678281803 0.6931881904602051 1.091337737159846
22 0.6946714 1.105487503126452 0.6901172399520874 1.085604978299953
23 0.70235354 1.088335965401351 0.69597989320755 1.0678211385347802
24 0.7015853 1.0780164391578713 0.7104969024658203 1.0442835070912495
25 0.70856905 1.0585233857864957 0.712451159954071 1.03286495919603
26 0.71247995 1.043917453566263 0.7099385857582092 1.0421411029990328
27 0.7210001 1.0263907172733349 0.7166387438774109 1.0216465341785246
28 0.71674 1.0166496447623046 0.7205471992492676 0.9952446350433652
29 0.72337455 1.004742230689012 0.7238972783088684 0.9854643847075739
30 0.727914 0.9889128344195025 0.7350642085075378 0.9651640759440923
31 0.7294504 0.9863714741190283 0.7350642085075378 0.9584703570234915
32 0.7368531 0.9684488641182565 0.7361809015274048 0.9493844635921906
33 0.73419935 0.963511248500381 0.7381350994110107 0.9389168078808862
34 0.7383197 0.9428874089428313 0.7359017133712769 0.9301581819885474
35 0.7390181 0.9353945260836647 0.7431602478027344 0.9224430030447887
36 0.74306864 0.9315440102249262 0.7557230591773987 0.9124819145796353
37 0.74697953 0.9160702175306153 0.749302089214325 0.8951167437632213
38 0.7511698 0.9019458737942133 0.7565605640411377 0.888776114804328
39 0.7532649 0.8955025092309493 0.7529312968254089 0.8827662926057009
40 0.7540331 0.8880353397277074 0.7515354752540588 0.8858929799962216
41 0.75529015 0.8797483527528831 0.7520937919616699 0.875589041171428
